frame,time_ms,fps,node_count,draw_calls,rendered_objects,primitives,queue_size,loaded_cells,async_requests,cam_x,cam_y,cam_z,memory_static,segment,mid_instances,mid_mesh_types,vram_mb,texture_mem_mb,promoted_objects,stream_total_ms,phase_unload_us,phase_async_us,phase_inst_us,phase_promo_us,phase_coll_us,phase_defer_us,phase_queue_us,phase_cellupd_us
4386,19.46,45.0,7200,7078,8752,3247966,0,117,1,-175.5,5.0,994.7,2515000790,2,14378,795,2333.2,2088.8,395,7.39,1,14,21,7231,8,65,1,0
4387,25.40,45.0,7200,7078,8752,3247966,0,117,1,-175.5,5.0,994.6,2515000774,2,14378,795,2333.2,2088.8,395,0.43,2,14,17,5,346,3,2,0
4388,17.36,45.0,7200,7078,8752,3248158,0,117,1,-175.5,5.0,994.4,2515002894,2,14378,795,2333.2,2088.8,395,8.20,1,14,20,8113,0,0,0,0
4389,25.12,45.0,7200,7074,8750,3246799,0,117,1,-175.5,5.0,994.3,2515015482,2,14378,795,2333.2,2088.8,395,0.37,1,9,17,5,296,2,2,0
4390,17.95,45.0,7200,7074,8750,3246799,0,117,1,-175.5,5.0,994.1,2515015778,2,14378,795,2333.2,2088.8,395,8.29,1,10,16,8217,0,0,0,0
4391,24.39,45.0,7200,7072,8750,3246799,0,117,1,-175.5,5.0,994.0,2515016074,2,14378,795,2333.2,2088.8,395,0.64,1,18,26,9,503,4,3,0
4392,18.07,45.0,7200,7072,8750,3247039,0,117,1,-175.5,5.0,993.8,2515016370,2,14378,795,2333.2,2088.8,395,7.68,1,30,19,7577,6,2,2,0
4393,24.29,45.0,7200,7076,8754,3247415,0,117,1,-175.5,5.0,993.7,2515016666,2,14378,795,2333.2,2088.8,395,0.38,1,16,16,5,299,2,2,0
4394,18.06,45.0,7200,7075,8753,3247241,0,117,1,-175.5,5.0,993.5,2515016962,2,14378,795,2333.2,2088.8,395,8.06,1,12,19,7978,0,0,0,0
4395,24.80,45.0,7200,7069,8753,3247241,0,117,1,-175.5,5.0,993.4,2515017258,2,14378,795,2333.2,2088.8,395,0.37,1,10,16,5,292,3,2,0
4396,17.17,45.0,7200,7070,8714,3245017,0,117,1,-175.5,5.0,993.2,2515017554,2,14378,795,2333.2,2088.8,395,7.13,1,13,18,7043,8,3,2,0
4397,24.26,45.0,7200,7072,8716,3245641,0,117,1,-175.5,5.0,993.1,2515018934,2,14378,795,2333.2,2088.8,395,0.45,1,12,19,6,363,2,1,0
4398,17.18,45.0,7200,7072,8716,3245641,0,117,1,-175.5,5.0,992.9,2515019230,2,14378,795,2333.2,2088.8,395,8.20,1,12,18,8120,0,0,0,0
4399,24.48,45.0,7200,7048,8677,3241793,0,117,1,-175.5,5.0,992.8,2515019526,2,14378,795,2333.2,2088.8,395,0.39,1,11,17,5,312,3,2,0
4400,17.61,45.0,7200,7056,8669,3241653,0,117,1,-175.5,5.0,992.7,2515020826,2,14378,795,2333.2,2088.8,395,7.45,1,11,17,7369,7,2,2,0
4401,23.89,45.0,7200,7053,8668,3241529,0,117,1,-175.5,5.0,992.5,2515023990,2,14378,795,2333.2,2088.8,395,0.38,1,10,17,5,305,2,1,0
4402,17.58,45.0,7200,7053,8668,3241529,0,117,1,-175.5,5.0,992.4,2515022446,2,14378,795,2333.2,2088.8,395,7.51,2,10,17,7366,7,61,1,0
4403,24.71,45.0,7200,7119,8734,3247794,0,117,1,-175.5,5.0,992.2,2515024582,2,14378,795,2333.2,2088.8,395,0.58,25,26,28,8,434,3,3,0
4404,17.82,45.0,7200,7124,8734,3247918,0,117,1,-175.5,5.0,992.1,2515023038,2,14378,795,2333.2,2088.8,395,7.17,1,11,17,7092,5,2,2,0
4405,24.82,45.0,7200,7119,8733,3247848,0,117,1,-175.5,5.0,991.9,2515025174,2,14378,795,2333.2,2088.8,395,0.45,1,12,20,7,357,3,1,0
4406,18.25,45.0,7200,7119,8733,3247848,0,117,1,-175.5,5.0,991.8,2515023630,2,14378,795,2333.2,2088.8,395,7.60,1,9,23,7446,7,66,3,0
4407,23.73,45.0,7200,7110,8720,3240950,0,117,1,-175.5,5.0,991.6,2515025766,2,14378,795,2333.2,2088.8,395,0.46,1,13,19,7,369,2,1,0
4408,17.30,45.0,7200,7111,8718,3241282,0,117,1,-175.5,5.0,991.5,2515025274,2,14378,795,2333.2,2088.8,395,7.28,2,10,17,7187,7,4,4,0
4409,24.83,45.0,7200,7108,8712,3240998,0,117,1,-175.5,5.0,991.4,2515027410,2,14378,795,2333.2,2088.8,395,0.37,1,10,16,5,291,2,2,0
4410,19.10,45.0,7200,7108,8712,3240998,0,117,1,-175.5,5.0,991.2,2515027230,2,14378,795,2333.2,2088.8,395,7.76,1,9,16,7626,6,67,2,0
4411,26.11,45.0,7200,7112,8690,3241020,0,117,1,-175.5,5.0,991.0,2515029006,2,14378,795,2333.2,2088.8,395,0.40,2,16,16,5,322,2,1,0
4412,18.37,45.0,7200,7112,8684,3240736,0,117,1,-175.5,5.0,990.9,2515028538,2,14378,795,2333.2,2088.8,395,8.20,1,12,20,8111,0,0,0,0
4413,24.63,45.0,7200,7109,8681,3240594,0,117,1,-175.5,5.0,990.7,2515031678,2,14378,795,2333.2,2088.8,395,0.38,1,10,16,5,287,2,1,0
4414,17.69,45.0,7200,7099,8651,3239750,0,117,1,-175.5,5.0,990.6,2515030134,2,14378,795,2333.2,2088.8,395,7.26,1,12,18,7108,7,62,2,0
4415,24.39,45.0,7200,7099,8651,3239750,0,117,1,-175.5,5.0,990.4,2515033274,2,14378,795,2333.2,2088.8,395,0.47,1,12,20,7,375,3,1,0
4416,17.77,45.0,7200,7098,8650,3239050,0,117,1,-175.5,5.0,990.3,2515031730,2,14378,795,2333.2,2088.8,395,7.64,0,10,17,7554,7,2,2,0
4417,24.65,45.0,7200,6834,8382,3222194,0,117,1,-175.5,5.0,990.1,2515033866,2,14378,795,2333.2,2088.8,395,0.48,1,12,20,7,384,2,1,0
4418,17.69,45.0,7200,6834,8378,3222138,0,117,1,-175.5,5.0,990.0,2515033422,2,14378,795,2333.2,2088.8,395,7.83,1,11,18,7685,5,63,2,0
4419,23.68,45.0,7200,6834,8374,3222082,0,117,1,-175.5,5.0,989.9,2515035558,2,14378,795,2333.2,2088.8,395,0.38,1,11,17,5,302,3,2,0
4420,17.42,45.0,7200,6835,8375,3222172,0,117,1,-175.5,5.0,989.7,2515034014,2,14378,795,2333.2,2088.8,395,7.91,1,10,18,7830,7,3,2,0
4421,25.26,45.0,7200,6835,8356,3221660,0,117,1,-175.5,5.0,989.6,2515036150,2,14378,795,2333.2,2088.8,395,0.43,1,13,20,6,340,2,1,0
4422,17.58,47.0,7200,6827,8341,3221528,0,117,1,-175.5,5.0,989.4,2515035610,2,14378,795,2333.2,2088.8,395,8.39,2,16,30,8272,0,0,0,0
4423,25.12,47.0,7200,6827,8337,3221472,0,117,1,-175.5,5.0,989.3,2515038750,2,14378,795,2333.2,2088.8,395,0.36,1,13,16,5,280,2,1,0
4424,24.11,47.0,7200,6827,8337,3221472,0,117,1,-175.5,5.0,989.1,2515037206,2,14378,795,2333.2,2088.8,395,7.29,1,10,17,7208,7,2,2,0
4425,23.76,47.0,7200,6823,8333,3221300,0,117,1,-175.5,5.0,988.9,2515039342,2,14378,795,2333.2,2088.8,395,0.37,1,12,16,6,289,5,4,0
4426,16.74,47.0,7200,6819,8329,3221244,0,117,1,-175.5,5.0,988.8,2515037798,2,14378,795,2333.2,2088.8,395,8.65,1,12,19,8558,0,0,0,0
4427,26.93,47.0,7200,6819,8329,3221244,0,117,1,-175.5,5.0,988.6,2515039934,2,14378,795,2333.2,2088.8,395,0.41,1,10,16,5,335,3,3,0
4428,18.16,47.0,7200,6817,8329,3221244,0,117,1,-175.5,5.0,988.4,2515038390,2,14378,795,2333.2,2088.8,395,7.52,1,11,17,7435,7,2,2,0
4429,23.54,47.0,7200,6819,8322,3220895,0,117,1,-175.5,5.0,988.3,2515040526,2,14378,795,2333.2,2088.8,395,0.43,1,11,18,6,350,2,1,0
4430,18.12,47.0,7200,6819,8323,3225503,0,117,1,-175.5,5.0,988.2,2515039986,2,14378,795,2333.2,2088.8,395,7.89,1,10,17,7763,4,55,2,0
4431,25.68,47.0,7200,6820,8315,3225209,0,117,1,-175.5,5.0,988.0,2515042122,2,14378,795,2333.2,2088.8,395,0.56,1,15,24,8,387,4,2,0
4432,18.49,47.0,7200,6830,8322,3226355,0,117,1,-175.5,5.0,987.8,2515041726,2,14378,795,2333.2,2088.8,395,7.86,1,10,18,7772,9,4,3,0
4433,24.85,47.0,7200,6830,8322,3226355,0,117,1,-175.5,5.0,987.7,2515043862,2,14378,795,2333.2,2088.8,395,0.36,1,10,17,6,285,2,2,0
4434,17.80,47.0,7200,6833,8322,3226355,0,117,1,-175.5,5.0,987.5,2515042334,2,14378,795,2333.2,2088.8,395,7.23,1,13,21,7074,6,64,2,0
4435,24.07,47.0,7200,6844,8313,3225913,0,117,1,-175.5,5.0,987.4,2515042630,2,14378,795,2333.2,2088.8,395,0.37,1,10,17,5,297,3,1,0
4436,17.93,47.0,7200,6840,8313,3225913,0,117,1,-175.5,5.0,987.3,2515043930,2,14378,795,2333.2,2088.8,395,7.67,1,10,16,7582,6,2,3,0
4437,25.48,47.0,7200,6808,8281,3221125,0,117,1,-175.5,5.0,987.1,2515044226,2,14378,795,2333.2,2088.8,395,0.52,1,11,19,9,435,3,2,0
4438,17.89,47.0,7200,6805,8278,3220705,0,117,1,-175.5,5.0,986.9,2515045526,2,14378,795,2333.2,2088.8,395,7.50,3,16,17,7349,7,63,2,0
4439,23.11,47.0,7200,6810,8278,3220705,0,117,1,-175.5,5.0,986.8,2515045822,2,14378,795,2333.2,2088.8,395,0.38,1,11,17,6,296,2,1,0
4440,19.58,47.0,7200,6811,8279,3220795,0,117,1,-175.5,5.0,986.7,2515046478,2,14378,795,2333.2,2088.8,395,6.99,1,9,15,6912,6,2,3,0
4441,25.05,47.0,7200,6815,8283,3220937,0,117,1,-175.5,5.0,986.5,2515046414,2,14378,795,2333.2,2088.8,395,0.45,1,13,21,6,359,2,1,0
4442,17.99,47.0,7200,6815,8283,3220937,0,117,1,-175.5,5.0,986.3,2515046710,2,14378,795,2333.2,2088.8,395,7.30,1,19,22,7139,7,65,2,0
4443,24.01,47.0,7200,6814,8283,3225475,0,117,1,-175.5,5.0,986.2,2515047006,2,14378,795,2333.2,2088.8,395,0.42,1,12,19,7,332,2,2,0
4444,17.63,47.0,7200,6814,8283,3225475,0,117,1,-175.5,5.0,986.1,2515047302,2,14378,795,2333.2,2088.8,395,7.86,1,15,19,7759,6,2,3,0
4445,23.94,47.0,7200,6813,8283,3225475,0,117,1,-175.5,5.0,985.9,2515047598,2,14378,795,2333.2,2088.8,395,0.40,1,11,32,6,301,2,2,0
4446,17.49,47.0,7200,6816,8286,3225599,0,117,1,-175.5,5.0,985.8,2515047894,2,14378,795,2333.2,2088.8,395,7.77,1,13,19,7572,6,64,3,0
4447,24.34,47.0,7200,6818,8288,3225783,0,117,1,-175.5,5.0,985.6,2515048190,2,14378,795,2333.2,2088.8,395,0.37,1,9,17,5,298,3,1,0
4448,17.22,47.0,7200,6818,8288,3225783,0,117,1,-175.5,5.0,985.5,2515048486,2,14378,795,2333.2,2088.8,395,7.43,1,11,18,7335,7,3,3,0
4449,24.06,47.0,7200,6818,8288,3225783,0,117,1,-175.5,5.0,985.3,2515048782,2,14378,795,2333.2,2088.8,395,0.37,1,10,17,5,291,2,1,0
4450,17.07,47.0,7200,6820,8290,3225983,0,117,1,-175.5,5.0,985.2,2515049078,2,14378,795,2333.2,2088.8,395,7.68,1,13,18,7533,7,65,2,0
4451,23.90,47.0,7200,6817,8288,3225864,0,117,1,-175.5,5.0,985.1,2515049374,2,14378,795,2333.2,2088.8,395,0.38,1,11,18,6,302,2,2,0
4452,17.24,47.0,7200,6817,8288,3225864,0,117,1,-175.5,5.0,984.9,2515049670,2,14378,795,2333.2,2088.8,395,7.49,1,11,19,7394,9,3,3,0
4453,24.68,47.0,7200,6814,8279,3225438,0,117,1,-175.5,5.0,984.8,2515049966,2,14378,795,2333.2,2088.8,395,0.42,2,16,22,6,322,3,2,0
4454,17.97,47.0,7200,6811,8276,3229766,0,117,1,-175.5,5.0,984.6,2516840146,2,14378,795,2333.2,2088.8,395,48.12,1,12,19,7445,8,64,2,0
4455,70.31,47.0,7200,7015,8480,3247954,0,117,1,-175.5,5.0,984.5,2517053598,2,14378,795,2333.2,2088.8,395,0.38,1,11,20,6,294,1,1,0
4456,17.82,47.0,7200,7015,8480,3247954,0,117,1,-175.5,5.0,984.0,2517053894,2,14378,795,2333.2,2088.8,395,7.56,1,12,18,7463,12,5,2,0
4457,25.44,47.0,7200,7202,8670,3289948,0,117,1,-175.5,5.0,983.9,2517054190,2,14378,795,2333.2,2088.8,395,0.37,2,11,17,6,290,2,2,0
4458,18.38,47.0,7200,7182,8650,3289364,0,117,1,-175.5,5.0,983.7,2517054486,2,14378,795,2333.2,2088.8,395,7.68,2,16,21,7502,8,65,2,0
4459,24.57,47.0,7200,7185,8655,3289464,0,117,1,-175.5,5.0,983.6,2517055786,2,14378,795,2333.2,2088.8,395,0.39,1,10,17,5,300,2,2,0
4460,17.98,47.0,7200,7184,8654,3288664,0,117,1,-175.5,5.0,983.4,2517056082,2,14378,795,2333.2,2088.8,395,8.07,1,11,19,7995,0,0,0,0
4461,24.45,47.0,7200,7180,8638,3287551,0,117,1,-175.5,5.0,983.3,2517056378,2,14378,795,2333.2,2088.8,395,0.48,1,12,19,6,392,3,2,0
4462,17.99,47.0,7200,7179,8640,3287599,0,117,1,-175.5,5.0,983.1,2517057678,2,14378,795,2333.2,2088.8,395,7.83,2,16,24,7634,6,81,1,0
4463,24.66,47.0,7200,7179,8640,3287599,0,117,1,-175.5,5.0,983.0,2517057974,2,14378,795,2333.2,2088.8,395,0.42,2,11,19,6,332,2,1,0
4464,17.22,47.0,7200,7180,8641,3287635,0,117,1,-175.5,5.0,982.8,2517058270,2,14378,795,2333.2,2088.8,395,7.39,1,10,17,7298,7,3,2,0
4465,24.80,47.0,7200,7181,8641,3286046,0,117,1,-175.5,5.0,982.7,2517058566,2,14378,795,2333.2,2088.8,395,0.65,1,18,27,9,502,3,2,0
4466,18.46,44.0,7200,7181,8641,3286046,0,117,1,-175.5,5.0,982.5,2517058862,2,14378,795,2333.2,2088.8,395,7.86,0,9,15,7686,11,87,2,0
4467,26.18,44.0,7200,7181,8641,3286046,0,117,1,-175.5,5.0,982.4,2517060982,2,14378,795,2333.2,2088.8,395,0.36,1,9,17,6,287,2,2,0
4468,17.39,44.0,7200,7181,8641,3286046,0,117,1,-175.5,5.0,982.2,2517059470,2,14378,795,2333.2,2088.8,395,7.91,2,15,23,7798,5,3,2,0
4469,25.40,44.0,7200,7178,8641,3286046,0,117,1,-175.5,5.0,982.1,2517059750,2,14378,795,2333.2,2088.8,395,0.41,1,12,28,11,296,2,2,0
4470,48.70,44.0,7200,7178,8641,3286046,0,117,1,-175.5,5.0,981.9,2517060478,2,14378,795,2333.2,2088.8,395,7.72,1,10,17,7567,7,63,2,0
4471,25.54,44.0,7200,7178,8638,3285976,0,117,1,-175.5,5.0,981.5,2517060342,2,14378,795,2333.2,2088.8,395,0.39,1,9,16,5,307,2,1,0
4472,18.01,44.0,7200,7179,8635,3285454,0,117,1,-175.5,5.0,981.4,2517060638,2,14378,795,2333.2,2088.8,395,7.35,2,12,28,7245,6,2,2,0
4473,23.38,44.0,7200,7178,8635,3285454,0,117,1,-175.5,5.0,981.2,2517060934,2,14378,795,2333.2,2088.8,395,0.40,1,11,19,6,299,2,1,0
4474,17.67,44.0,7200,7175,8626,3285028,0,117,1,-175.5,5.0,981.1,2517061230,2,14378,795,2333.2,2088.8,395,7.75,2,15,25,7559,7,77,1,0
4475,25.76,44.0,7200,7172,8617,3284746,0,117,1,-175.5,5.0,980.9,2517062746,2,14378,795,2333.2,2088.8,395,0.47,1,11,19,6,372,3,2,0
4476,19.63,44.0,7200,7169,8617,3284746,0,117,1,-175.5,5.0,980.8,2517064046,2,14378,795,2333.2,2088.8,395,8.08,1,36,24,7941,0,0,0,0
4477,25.90,44.0,7200,7167,8616,3284716,0,117,1,-175.5,5.0,980.6,2517064342,2,14378,795,2333.2,2088.8,395,0.41,1,9,47,6,294,2,2,0
4478,18.99,44.0,7200,7167,8616,3284716,0,117,1,-175.5,5.0,980.4,2517064638,2,14378,795,2333.2,2088.8,395,6.74,1,9,17,6605,5,59,2,0
4479,22.52,44.0,7200,7162,8616,3285091,0,117,1,-175.5,5.0,980.3,2517064934,2,14378,795,2333.2,2088.8,395,0.38,1,9,17,6,292,4,3,0
4480,17.75,44.0,7200,7154,8591,3284063,0,117,1,-175.5,5.0,980.2,2517065230,2,14378,795,2333.2,2088.8,395,7.34,2,10,27,7247,5,2,2,0
4481,24.07,44.0,7200,7154,8591,3284063,0,117,1,-175.5,5.0,980.0,2517066530,2,14378,795,2333.2,2088.8,395,0.43,1,9,28,5,337,2,2,0
4482,18.30,44.0,7200,7154,8591,3284063,0,117,1,-175.5,5.0,979.9,2517066826,2,14378,795,2333.2,2088.8,395,7.16,1,14,16,7017,3,67,2,0
4483,23.61,44.0,7200,7150,8591,3284063,0,117,1,-175.5,5.0,979.7,2517067122,2,14378,795,2333.2,2088.8,395,0.40,1,9,16,5,324,2,2,0
4484,18.23,44.0,7200,7146,8587,3283727,0,117,1,-175.5,5.0,979.6,2517067418,2,14378,795,2333.2,2088.8,395,6.86,1,10,16,6777,5,3,2,0
4485,22.93,44.0,7200,7146,8587,3283727,0,117,1,-175.5,5.0,979.4,2517067714,2,14378,795,2333.2,2088.8,395,0.36,1,8,16,6,288,2,2,0
4486,17.73,44.0,7200,7150,8587,3283727,0,117,1,-175.5,5.0,979.3,2517068010,2,14378,795,2333.2,2088.8,395,7.13,1,9,16,6990,3,57,2,0
4487,22.50,44.0,7200,7148,8588,3283735,0,117,1,-175.5,5.0,979.2,2517068306,2,14378,795,2333.2,2088.8,395,0.38,1,8,16,5,302,2,1,0
4488,17.69,44.0,7200,7149,8589,3283985,0,117,1,-175.5,5.0,979.0,2517068602,2,14378,795,2333.2,2088.8,395,7.16,1,8,17,7077,5,3,2,0
4489,22.86,44.0,7200,7138,8574,3282915,0,117,1,-175.5,5.0,978.9,2517068898,2,14378,795,2333.2,2088.8,395,0.40,1,8,16,5,312,2,1,0
4490,17.72,44.0,7200,7138,8574,3282915,0,117,1,-175.5,5.0,978.7,2517070198,2,14378,795,2333.2,2088.8,395,6.91,1,9,17,6780,5,58,1,0
4491,22.80,44.0,7200,7138,8571,3282744,0,117,1,-175.5,5.0,978.6,2517070494,2,14378,795,2333.2,2088.8,395,0.35,1,10,16,5,278,2,2,0
4492,16.66,44.0,7200,7138,8571,3282744,0,117,1,-175.5,5.0,978.4,2517072614,2,14378,795,2333.2,2088.8,395,7.19,1,9,16,7115,4,3,2,0
4493,23.96,44.0,7200,7137,8571,3282744,0,117,1,-175.5,5.0,978.3,2517071102,2,14378,795,2333.2,2088.8,395,0.36,1,9,28,6,273,2,1,0
4494,16.67,44.0,7200,7136,8570,3282709,0,117,1,-175.5,5.0,978.1,2517071398,2,14378,795,2333.2,2088.8,395,6.98,1,9,16,6851,5,57,2,0
4495,23.36,44.0,7200,7136,8570,3282709,0,117,1,-175.5,5.0,978.0,2517071694,2,14378,795,2333.2,2088.8,395,0.39,1,9,16,5,301,2,2,0
4496,16.91,44.0,7200,7137,8566,3282531,0,117,1,-175.5,5.0,977.9,2517071990,2,14378,795,2333.2,2088.8,395,7.24,0,9,16,7165,5,2,2,0
4497,23.19,44.0,7200,7137,8566,3282531,0,117,1,-175.5,5.0,977.7,2517072286,2,14378,795,2333.2,2088.8,395,0.36,1,9,17,5,280,2,1,0
4498,17.06,44.0,7200,7133,8557,3282105,0,117,1,-175.5,5.0,977.6,2517072582,2,14378,795,2333.2,2088.8,395,7.55,1,8,16,7406,6,65,2,0
4499,24.28,44.0,7200,7133,8557,3282105,0,117,1,-175.5,5.0,977.5,2517073882,2,14378,795,2333.2,2088.8,395,0.40,0,9,16,6,322,2,2,0
4500,18.78,44.0,7200,7133,8557,3282105,0,117,1,-175.5,5.0,977.3,2517074538,2,14378,795,2333.2,2088.8,395,7.23,1,9,15,7145,5,2,2,0
4501,24.67,44.0,7200,7135,8557,3282201,0,117,1,-175.5,5.0,977.2,2517074474,2,14378,795,2333.2,2088.8,395,0.35,1,8,16,5,281,2,1,0
4502,16.27,44.0,7200,7135,8557,3282201,0,117,1,-175.5,5.0,977.0,2517074770,2,14378,795,2333.2,2088.8,395,6.88,1,8,17,6756,3,52,2,0
4503,23.04,44.0,7200,7139,8557,3282201,0,117,1,-175.5,5.0,976.9,2517075066,2,14378,795,2333.2,2088.8,395,0.37,0,9,16,5,297,3,2,0
4504,16.30,44.0,7200,7139,8557,3282201,0,117,1,-175.5,5.0,976.7,2517075362,2,14378,795,2333.2,2088.8,395,7.20,1,9,15,7119,5,2,3,0
4505,24.82,44.0,7200,7139,8557,3282201,0,117,1,-175.5,5.0,976.6,2517075658,2,14378,795,2333.2,2088.8,395,0.35,1,8,16,5,278,2,1,0
4506,16.50,44.0,7200,7142,8552,3281972,0,117,1,-175.5,5.0,976.4,2517075954,2,14378,795,2333.2,2088.8,395,7.12,1,9,17,6986,4,59,2,0
4507,23.27,44.0,7200,7142,8552,3281972,0,117,1,-175.5,5.0,976.3,2517076250,2,14378,795,2333.2,2088.8,395,0.36,1,8,16,5,288,2,2,0
4508,16.84,44.0,7200,7142,8552,3281972,0,117,1,-175.5,5.0,976.2,2517076546,2,14378,795,2333.2,2088.8,395,7.12,1,9,16,7032,5,6,4,0
4509,23.49,44.0,7200,7140,8552,3281972,0,117,1,-175.5,5.0,976.0,2517076842,2,14378,795,2333.2,2088.8,395,0.40,1,10,20,6,310,3,1,0
4510,16.84,44.0,7200,7140,8552,3281972,0,117,1,-175.5,5.0,975.9,2517077138,2,14378,795,2333.2,2088.8,395,7.08,3,12,17,6926,6,62,2,0
4511,23.33,44.0,7200,7146,8552,3281972,0,117,1,-175.5,5.0,975.8,2517077434,2,14378,795,2333.2,2088.8,395,0.37,1,8,16,5,296,2,2,0
4512,16.24,44.0,7200,7142,8548,3281811,0,117,1,-175.5,5.0,975.6,2517077730,2,14378,795,2333.2,2088.8,395,6.94,1,8,16,6859,4,2,2,0
4513,22.23,47.0,7200,7183,8589,3314493,0,117,1,-175.5,5.0,975.5,2517079866,2,14378,795,2333.2,2088.8,395,0.39,1,9,16,5,311,2,2,0
4514,16.32,47.0,7200,7183,8589,3314493,0,117,1,-175.5,5.0,975.3,2517078322,2,14378,795,2333.2,2088.8,395,7.36,1,8,16,7212,6,62,2,0
4515,24.40,47.0,7200,7183,8589,3314493,0,117,1,-175.5,5.0,975.2,2517080458,2,14378,795,2333.2,2088.8,395,0.38,1,9,17,5,297,2,1,0
4516,16.62,47.0,7200,7183,8586,3314322,0,117,1,-175.5,5.0,975.0,2517078914,2,14378,795,2333.2,2088.8,395,7.00,1,9,17,6919,4,3,2,0
4517,22.81,47.0,7200,7193,8596,3315510,0,117,1,-175.5,5.0,974.9,2517081050,2,14378,795,2333.2,2088.8,395,0.36,1,9,17,5,281,3,1,0
4518,16.46,47.0,7200,7193,8596,3315510,0,117,1,-175.5,5.0,974.8,2517079506,2,14378,795,2333.2,2088.8,395,7.27,2,10,16,7123,5,60,3,0
4519,23.66,47.0,7200,7195,8596,3315510,0,117,1,-175.5,5.0,974.6,2517081642,2,14378,795,2333.2,2088.8,395,0.37,1,9,17,6,288,2,2,0
4520,16.67,47.0,7200,7195,8596,3315510,0,117,1,-175.5,5.0,974.5,2514694850,2,14378,795,2333.2,2088.8,395,47.41,1,9,17,7149,3,2,2,0
4521,72.87,47.0,7200,7297,8693,3332241,0,117,1,-175.5,5.0,974.4,2514782086,2,14378,795,2333.2,2088.8,395,0.35,1,9,15,6,278,2,2,0
4522,16.87,47.0,7200,7281,8667,3331113,0,117,1,-175.5,5.0,973.9,2514780558,2,14378,795,2333.2,2088.8,395,7.59,1,9,17,7416,10,84,4,0
4523,23.65,47.0,7200,7281,8668,3331897,0,117,1,-175.5,5.0,973.7,2514783682,2,14378,795,2333.2,2088.8,395,0.37,1,9,16,5,297,3,1,0
4524,17.90,47.0,7200,7277,8668,3331897,0,117,1,-175.5,5.0,973.6,2514782154,2,14378,795,2333.2,2088.8,395,7.02,1,9,16,6945,3,1,1,0
4525,24.74,47.0,7200,7281,8672,3332091,0,117,1,-175.5,5.0,973.4,2514784274,2,14378,795,2333.2,2088.8,395,0.37,1,9,16,5,295,2,2,0
4526,17.66,47.0,7200,7281,8672,3332091,0,117,1,-175.5,5.0,973.3,2514782746,2,14378,795,2333.2,2088.8,395,7.44,1,9,17,7284,6,63,2,0
4527,23.91,47.0,7200,7277,8668,3331951,0,117,1,-175.5,5.0,973.1,2514784866,2,14378,795,2333.2,2088.8,395,0.36,1,9,17,5,290,2,1,0
4528,17.01,47.0,7200,7277,8668,3331951,0,117,1,-175.5,5.0,973.0,2514783338,2,14378,795,2333.2,2088.8,395,7.05,1,9,16,6969,5,3,2,0
4529,23.08,47.0,7200,7273,8659,3326817,0,117,1,-175.5,5.0,972.9,2514785458,2,14378,795,2333.2,2088.8,395,0.36,1,9,16,5,287,2,1,0
4530,18.41,47.0,7200,7273,8659,3326817,0,117,1,-175.5,5.0,972.7,2514785366,2,14378,795,2333.2,2088.8,395,7.09,1,8,16,6959,5,60,2,0
4531,24.41,47.0,7200,7266,8655,3325004,0,117,1,-175.5,5.0,972.6,2514787054,2,14378,795,2333.2,2088.8,395,0.38,1,19,18,6,295,2,1,0
4532,17.08,47.0,7200,7264,8654,3324920,0,117,1,-175.5,5.0,972.4,2514785526,2,14378,795,2333.2,2088.8,395,7.05,1,9,16,6973,4,2,2,0
4533,23.40,47.0,7200,7264,8654,3324920,0,117,1,-175.5,5.0,972.3,2514787646,2,14378,795,2333.2,2088.8,395,0.36,1,9,16,6,285,2,1,0
4534,16.79,47.0,7205,7262,8652,3324794,0,117,1,-175.5,5.0,972.1,2516522434,2,14377,795,2333.2,2088.8,395,47.20,1,15,19,7277,5,1053,0,0
4535,65.87,47.0,7205,7271,8660,3330922,0,117,1,-175.5,5.0,972.0,2516523398,2,14377,795,2333.2,2088.8,395,0.40,1,8,18,6,314,2,1,0
4536,17.87,47.0,7205,7271,8660,3331060,0,117,1,-175.5,5.0,971.5,2516523694,2,14377,795,2333.2,2088.8,395,7.14,1,10,16,7059,5,2,2,0
4537,22.90,47.0,7205,7271,8660,3331060,0,117,1,-175.5,5.0,971.4,2516523990,2,14377,795,2333.2,2088.8,395,0.40,0,9,16,5,323,2,2,0
4538,17.32,47.0,7205,7271,8660,3331060,0,117,1,-175.5,5.0,971.2,2516524286,2,14377,795,2333.2,2088.8,395,7.03,1,9,17,6891,4,58,2,0
4539,23.36,47.0,7205,7271,8660,3331060,0,117,1,-175.5,5.0,971.1,2516524582,2,14377,795,2333.2,2088.8,395,0.38,1,9,16,6,306,2,2,0
4540,17.30,47.0,7205,7255,8644,3330492,0,117,1,-175.5,5.0,971.0,2516524878,2,14377,795,2333.2,2088.8,395,7.25,1,9,16,7169,5,2,2,0
4541,24.03,47.0,7205,7254,8643,3330550,0,117,1,-175.5,5.0,970.8,2516526178,2,14377,795,2333.2,2088.8,395,0.40,1,9,16,13,300,2,1,0
4542,17.33,47.0,7205,7254,8643,3330550,0,117,1,-175.5,5.0,970.7,2516526474,2,14377,795,2333.2,2088.8,395,6.95,1,8,17,6829,3,52,2,0
