frame,time_ms,fps,node_count,draw_calls,rendered_objects,primitives,queue_size,loaded_cells,async_requests,cam_x,cam_y,cam_z,memory_static,segment,mid_instances,mid_mesh_types,vram_mb,texture_mem_mb,promoted_objects
216,47.33,19.0,1436,1468,4108,503412,220,46,5,-45.8,100.0,1141.0,2330939573,2,5781,320,1561.3,1497.7,39
217,42.12,19.0,1508,1467,4118,503730,209,46,5,-50.8,100.0,1143.1,2331750329,2,5788,320,1563.3,1499.7,39
218,39.33,19.0,1562,1455,4135,505696,192,46,5,-55.9,100.0,1145.2,2332559533,2,5802,320,1563.3,1499.7,39
219,40.26,19.0,1616,1445,4140,506560,180,46,5,-61.1,100.0,1147.3,2333382069,2,5811,320,1563.3,1499.7,39
220,124.19,19.0,1670,1417,4162,503721,170,46,5,-66.8,100.0,1149.7,2334399673,2,5818,320,2313.3,2249.7,39
221,51.63,19.0,1724,1431,4193,505092,150,46,5,-86.2,100.0,1157.7,2335326425,2,5835,320,1569.3,1505.7,39
222,47.50,19.0,1778,1521,4225,502060,133,46,5,-94.8,100.0,1161.3,2340140565,2,5849,320,1569.3,1505.7,39
223,34.91,19.0,1796,1516,4279,503904,83,46,5,-102.8,100.0,1164.6,2341258485,2,5898,320,1571.3,1507.7,39
224,39.86,19.0,1808,1483,4288,503757,34,46,4,-108.7,100.0,1167.1,2342500229,2,5945,323,1571.4,1507.8,39
225,35.09,19.0,1830,1476,4362,509810,0,46,2,-115.5,100.0,1169.9,2343819929,2,5976,326,1571.7,1508.1,39
226,134.85,19.0,1786,1479,4380,508655,0,44,1,-121.3,100.0,1172.3,2343735105,2,5976,326,2325.4,2261.8,39
227,45.59,19.0,1786,1529,4500,517220,0,44,1,-142.5,100.0,1181.1,2341128749,2,5689,326,1575.4,1511.8,39
228,22.99,19.0,1788,1576,4580,524503,0,44,3,-149.0,100.0,1183.7,2341539313,2,5689,326,1575.4,1511.8,39
229,34.30,19.0,1790,1579,4631,527215,0,46,3,-152.0,100.0,1185.0,2343766709,2,5689,326,1575.4,1511.8,39
230,24.40,19.0,1792,1611,4672,534231,76,48,3,-156.3,100.0,1186.8,2344196397,2,5689,326,1576.4,1512.8,39
231,32.22,19.0,1800,1632,4687,536887,26,50,2,-159.2,100.0,1188.0,2344980957,2,5736,326,1576.4,1512.8,39
232,27.49,16.0,1806,1643,4725,540195,135,50,4,-162.7,100.0,1189.4,2345858573,2,5760,326,1576.9,1513.2,39
233,118.12,16.0,1808,1649,4782,544371,86,52,2,-165.4,100.0,1190.5,2346707161,2,5809,326,2333.3,2269.7,39
234,39.43,16.0,1812,1648,4799,545500,171,52,4,-173.6,100.0,1193.9,2347686973,2,5858,326,1578.9,1515.2,39
235,33.09,16.0,1816,1735,4918,566561,121,54,3,-174.9,100.0,1194.5,2348634977,2,5906,326,1578.9,1515.2,39
236,30.64,16.0,1824,1752,4921,566540,237,54,5,-175.5,100.0,1194.7,2351826893,2,5953,326,1578.9,1515.2,39
237,32.96,16.0,1828,1755,4928,567814,187,56,4,-175.5,100.0,1194.7,2352654221,2,6001,326,1579.9,1516.2,39
238,30.23,16.0,1839,1752,4928,567934,273,56,5,-175.8,100.0,1194.6,2353983297,2,6046,326,1581.4,1517.8,39
239,148.94,16.0,1845,1762,5000,576464,225,56,5,-176.6,100.0,1194.3,2363473689,2,6093,326,2339.8,2276.1,39
240,47.24,16.0,1853,1846,5001,581067,175,56,5,-186.4,100.0,1190.3,2366401557,2,6139,326,1587.4,1523.8,39
241,33.04,16.0,1853,1898,5018,588424,125,56,5,-191.3,100.0,1188.2,2367416741,2,6189,326,1588.4,1524.8,39
242,26.99,16.0,1853,1911,4997,583085,75,57,4,-195.1,100.0,1186.6,2370213285,2,6239,326,1588.4,1524.8,39
243,50.74,16.0,1857,1911,5001,581781,25,57,4,-198.5,100.0,1185.2,2379537149,2,6287,326,1589.4,1525.8,39
244,41.54,16.0,1857,1942,5009,584125,0,57,3,-205.4,100.0,1182.4,2386310489,2,6312,326,1593.4,1529.8,39
245,29.61,16.0,1857,1937,4923,570348,0,57,1,-211.5,100.0,1179.9,2386404565,2,6312,326,1596.4,1532.8,39
246,23.05,16.0,1857,1939,4888,569665,0,57,1,-216.0,100.0,1178.0,2386662697,2,6312,326,1596.4,1532.8,39
247,29.61,16.0,1861,1903,4874,567020,0,57,1,-219.6,100.0,1176.5,2386959965,2,6311,326,1596.4,1532.8,39
248,23.34,16.0,1861,1877,4829,562527,0,57,1,-224.3,100.0,1174.5,2387246497,2,6311,326,1596.4,1532.8,39
249,135.42,17.0,1861,1863,4828,561514,0,57,1,-228.2,100.0,1172.9,2387617845,2,6311,326,2380.4,2316.8,39
250,68.40,17.0,1109,1848,4672,545100,0,50,0,-251.0,100.0,1163.5,2385404041,2,6311,326,1622.4,1558.8,39
251,46.95,17.0,1018,1855,4752,536837,0,50,0,-262.4,100.0,1158.8,2392290889,2,6152,326,1622.4,1558.8,39
252,77.55,17.0,1020,1874,4839,542951,54,50,2,-270.1,100.0,1155.6,2407393453,2,6023,326,1631.4,1567.4,39
253,53.96,17.0,1020,1954,5044,569631,47,50,2,-282.1,100.0,1150.6,2419301649,2,6073,335,1636.8,1572.7,39
254,37.90,17.0,1024,1966,5063,571614,53,50,4,-289.9,100.0,1147.4,2424167117,2,6119,336,1641.4,1577.4,39
255,54.27,17.0,1032,2005,5129,571550,3,54,2,-294.9,100.0,1145.3,2424923003,2,5879,336,1645.4,1581.4,39
256,37.18,17.0,1034,2022,5128,574454,75,54,3,-301.4,100.0,1142.6,2426933051,2,5615,336,1647.4,1583.4,39
257,43.92,17.0,1038,2045,5173,579731,25,56,1,-305.3,100.0,1141.0,2428856931,2,5368,336,1649.4,1585.4,39
258,29.98,17.0,1042,2010,5138,577614,114,56,3,-309.2,100.0,1139.4,2430100351,2,5392,336,1658.3,1594.1,39
259,56.92,17.0,1044,1989,5140,577884,78,58,1,-311.5,100.0,1138.4,2431600955,2,5441,338,1658.7,1594.5,39
260,119.86,17.0,1045,2046,5198,582758,261,58,2,-314.9,100.0,1137.0,2432668827,2,5491,338,2490.9,2426.8,39
261,45.45,17.0,1059,2061,5219,585530,212,58,2,-317.0,100.0,1136.2,2433439487,2,5534,339,1707.3,1643.1,39
262,26.85,13.0,1059,2055,5228,587200,162,58,2,-317.2,100.0,1135.6,2434139343,2,5584,339,1706.9,1642.8,39
263,32.32,13.0,1059,2059,5233,587830,112,58,2,-317.5,100.0,1134.8,2434876867,2,5634,339,1706.9,1642.8,39
264,27.31,13.0,1059,2053,5236,588099,62,59,1,-318.1,100.0,1133.4,2435583975,2,5684,339,1706.9,1642.8,39
265,32.51,13.0,1059,2060,5224,585966,12,59,1,-318.8,100.0,1131.8,2436422295,2,5734,339,1706.9,1642.8,39
266,23.75,13.0,1059,2056,5212,583442,0,59,1,-319.7,100.0,1129.5,2436842135,2,5746,339,1706.9,1642.8,39
267,29.37,13.0,1059,2035,5206,581488,0,59,0,-320.5,100.0,1127.5,2437043615,2,5746,339,1706.9,1642.8,39
268,22.00,13.0,1059,2033,5202,582051,0,59,0,-321.7,100.0,1124.8,2437356387,2,5746,339,1706.9,1642.8,39
269,28.34,13.0,1059,2031,5208,582152,0,59,0,-322.6,100.0,1122.6,2437649739,2,5746,339,1706.9,1642.8,39
270,22.08,13.0,1059,2030,5211,580818,0,59,0,-323.9,100.0,1119.5,2437866295,2,5746,339,1706.9,1642.8,39
271,28.23,13.0,1059,2026,5232,580138,0,59,0,-325.0,100.0,1116.9,2438249759,2,5746,339,1706.9,1642.8,39
272,31.37,13.0,1059,2028,5257,580978,0,59,0,-326.4,100.0,1113.3,2440655483,2,5746,339,1706.9,1642.8,39
273,28.60,13.0,1059,2045,5246,578601,0,59,0,-328.1,100.0,1109.2,2440991595,2,5746,339,1707.9,1643.8,39
274,18.56,13.0,1059,2030,5285,581754,0,59,0,-329.8,100.0,1105.2,2441079583,2,5746,339,1707.9,1643.8,39
275,16.55,13.0,1059,2035,5300,583950,0,59,0,-330.9,100.0,1102.5,2441199415,2,5746,339,1707.9,1643.8,39
276,12.58,13.0,1059,2062,5354,595086,0,59,0,-331.9,100.0,1100.0,2441285687,2,5746,339,1707.9,1643.8,39
277,17.67,13.0,1059,2075,5372,595360,0,59,0,-332.7,100.0,1098.1,2441349919,2,5746,339,1707.9,1643.8,39
278,12.35,13.0,1059,2092,5402,597003,0,59,0,-333.9,100.0,1095.4,2441448951,2,5746,339,1707.9,1643.8,39
279,136.76,13.0,1059,2106,5424,597165,0,59,0,-334.7,100.0,1093.5,2441810375,2,5746,339,2541.9,2477.8,39
280,24.19,13.0,1059,2179,5449,600572,0,59,0,-344.0,100.0,1070.9,2441925863,2,5746,339,1709.9,1645.8,39
281,16.63,13.0,1059,2181,5457,601808,0,59,0,-345.7,100.0,1066.8,2441994547,2,5746,339,1709.9,1645.8,39
282,11.25,13.0,1059,2196,5495,606982,0,59,0,-346.8,100.0,1064.0,2442082435,2,5746,339,1709.9,1645.8,39
283,38.27,13.0,1059,2191,5527,609811,0,59,0,-347.6,100.0,1062.1,2446470479,2,5746,339,1709.9,1645.8,39
284,38.70,13.0,1059,2177,5535,604956,0,59,0,-350.3,100.0,1055.6,2452946711,2,5746,339,1711.9,1647.8,39
285,45.37,13.0,957,2178,5500,603614,0,46,0,-353.0,100.0,1049.2,2454638003,2,5746,339,1714.9,1650.8,39
286,15.35,13.0,959,2137,5449,602384,121,46,2,-356.1,100.0,1041.8,2455051055,2,5746,339,1715.9,1651.8,39
287,22.32,13.0,959,1993,5267,585324,71,48,1,-357.1,100.0,1039.3,2455469979,2,5796,339,1715.9,1651.8,39
288,23.19,13.0,961,1859,5117,574758,235,48,3,-358.5,100.0,1035.8,2457507815,2,5846,339,1717.5,1653.2,39
289,32.87,13.0,961,1815,5023,561227,198,48,3,-360.0,100.0,1032.2,2457780067,2,5896,351,1721.3,1656.9,39
290,134.41,13.0,961,1836,5044,565330,153,48,3,-362.0,100.0,1027.3,2455348127,2,5665,353,2567.3,2502.9,39
291,32.69,29.0,961,1903,5116,573617,103,48,3,-369.2,100.0,1010.0,2452699827,2,5415,353,1733.0,1668.6,39
292,21.65,29.0,961,1931,5123,574677,53,50,2,-370.7,100.0,1006.6,2450108939,2,5151,353,1733.0,1668.6,39
293,56.50,29.0,889,1927,5124,574666,3,50,2,-371.5,100.0,1004.5,2457376919,2,5063,353,1733.0,1668.6,39
294,59.52,29.0,891,1944,5121,574643,43,50,3,-373.4,100.0,999.9,2468132267,2,5066,353,1737.0,1672.6,39
295,42.33,29.0,828,1999,5119,573440,161,52,3,-374.8,100.0,996.6,2472836315,2,5106,353,1742.0,1677.6,39
296,29.01,29.0,830,2023,5139,577275,476,54,3,-375.3,100.0,995.2,2476027503,2,5156,353,1744.3,1679.9,39
297,35.45,29.0,830,2030,5176,580830,429,54,3,-375.5,100.0,994.8,2480908427,2,5206,353,1745.6,1681.1,39
298,40.85,29.0,832,2036,5173,580258,593,54,5,-375.5,100.0,994.7,2486935711,2,5256,353,1754.9,1690.3,39
299,58.25,29.0,850,2033,5166,577684,559,58,4,-375.4,100.0,994.3,2488726255,2,5302,357,1757.2,1692.6,39
300,18.99,29.0,851,2035,5158,576569,653,58,5,-374.5,100.0,992.2,2489527511,2,5352,357,1757.1,1692.5,39
301,20.27,29.0,851,2041,5185,583274,603,58,5,-374.1,100.0,991.2,2489879099,2,5402,357,1757.1,1692.5,39
302,16.80,29.0,855,2105,5256,590091,553,58,5,-373.5,100.0,989.9,2490519595,2,5450,357,1757.1,1692.5,39
303,21.66,29.0,855,2148,5326,598305,503,58,5,-373.1,100.0,988.7,2491005815,2,5500,357,1757.1,1692.5,39
304,16.12,29.0,855,2151,5330,600553,453,59,4,-372.4,100.0,987.1,2491434191,2,5550,357,1757.1,1692.5,39
305,126.16,29.0,868,2141,5332,598085,411,59,4,-371.8,100.0,985.7,2492100007,2,5591,357,2635.2,2570.6,39
306,32.70,29.0,868,2105,5264,594629,360,59,4,-366.0,100.0,971.8,2492722547,2,5641,357,1789.3,1724.7,39
307,25.48,29.0,870,2009,5144,575792,310,59,2,-364.2,100.0,967.4,2492952179,2,5690,357,1789.2,1724.6,39
308,20.20,29.0,872,1920,5078,562122,260,59,2,-362.8,100.0,963.9,2493537531,2,5739,357,1789.2,1724.6,39
309,22.87,29.0,874,1896,5063,560775,210,59,2,-361.5,100.0,960.9,2493964459,2,5788,358,1789.2,1724.6,39
310,17.70,29.0,876,1833,5030,558093,160,59,2,-360.1,100.0,957.5,2494476339,2,5837,358,1789.2,1724.6,39
311,27.60,20.0,878,1779,4935,546131,110,59,2,-359.0,100.0,954.8,2497034991,2,5886,358,1789.2,1724.6,39
312,22.58,20.0,882,1751,4880,538376,60,59,2,-357.2,100.0,950.5,2499694167,2,5934,358,1790.2,1725.6,39
313,21.13,20.0,886,1755,4857,535663,10,59,2,-355.7,100.0,946.9,2500209963,2,5982,358,1791.2,1726.6,39
314,12.92,20.0,886,1733,4827,529026,0,59,2,-354.3,100.0,943.4,2500347507,2,5992,358,1791.2,1726.6,39
315,16.84,20.0,886,1733,4819,530430,0,59,0,-353.4,100.0,941.3,2500187311,2,5992,358,1791.2,1726.6,39
316,11.71,20.0,886,1703,4805,529011,0,59,0,-352.3,100.0,938.5,2500275175,2,5992,358,1791.2,1726.6,39
317,16.19,20.0,886,1714,4793,526740,0,59,0,-351.4,100.0,936.6,2500355459,2,5992,358,1791.2,1726.6,39
318,142.31,20.0,878,1697,4797,527723,0,51,0,-350.3,100.0,933.8,2500435795,2,5992,358,2673.2,2608.6,39
319,40.95,20.0,884,1785,4749,523913,0,51,0,-340.4,100.0,909.8,2500674495,2,5991,358,1795.4,1730.8,39
320,23.30,20.0,886,1812,4724,524747,217,51,2,-337.6,100.0,903.1,2501594347,2,5991,358,1797.4,1732.6,39
321,38.55,20.0,886,1825,4705,523602,192,51,2,-336.0,100.0,899.3,2502792035,2,6041,361,1799.5,1734.6,39
322,22.00,20.0,888,1819,4709,525337,454,51,4,-333.5,100.0,893.2,2503754375,2,6091,362,1799.5,1734.6,39
323,22.37,20.0,890,1807,4684,516573,407,51,4,-332.1,100.0,889.9,2504193055,2,6140,362,1799.9,1734.9,39
324,31.10,20.0,896,1785,4648,513189,619,51,6,-330.7,100.0,886.5,2506521249,2,6188,362,1808.3,1743.1,39
325,137.16,20.0,896,1768,4638,510427,768,51,6,-328.9,100.0,882.1,2512164231,2,6223,372,1823.4,1757.5,39
326,29.93,20.0,896,1689,4541,498718,748,51,6,-322.0,100.0,865.4,2513069751,2,6243,375,1824.3,1758.4,39
327,28.42,20.0,896,1654,4532,498197,710,51,6,-320.8,100.0,862.6,2513727555,2,6281,379,1825.0,1759.1,39
328,32.16,20.0,896,1650,4532,496648,696,51,6,-319.8,100.0,860.2,2514462183,2,6295,384,1827.6,1761.6,39
329,29.31,20.0,932,1639,4525,496218,691,51,6,-318.9,100.0,857.9,2514899171,2,6297,384,1826.6,1760.6,39
330,29.37,20.0,956,1633,4511,494272,685,51,6,-318.1,100.0,856.2,2515368183,2,6301,384,1827.1,1761.2,39
331,24.25,20.0,956,1614,4516,491486,635,51,6,-317.6,100.0,854.8,2516016195,2,6351,385,1826.9,1760.9,39
332,17.09,20.0,958,1615,4522,492830,585,51,6,-317.3,100.0,854.0,2516446883,2,6400,385,1826.9,1760.9,39
333,23.23,20.0,958,1617,4507,493430,535,51,6,-317.1,100.0,853.6,2516950315,2,6450,385,1826.9,1760.9,39
334,19.96,20.0,958,1625,4503,493096,485,51,6,-317.0,100.0,853.4,2517450527,2,6500,386,1826.9,1760.9,39
335,27.32,20.0,958,1624,4500,492830,453,51,6,-317.0,100.0,853.3,2518063103,2,6532,390,1827.7,1761.7,39
336,21.54,20.0,958,1627,4500,493210,403,51,6,-316.8,100.0,853.2,2518750079,2,6582,395,1827.8,1761.8,39
337,22.33,26.0,958,1611,4482,492213,353,51,6,-316.3,100.0,853.1,2519572083,2,6632,398,1828.1,1762.1,39
338,16.76,26.0,958,1612,4479,491560,303,51,6,-315.6,100.0,852.8,2522477127,2,6682,399,1827.8,1761.9,39
339,24.42,26.0,958,1616,4461,491188,268,51,6,-315.0,100.0,852.5,2523338739,2,6717,401,1828.6,1762.6,39
340,31.68,26.0,959,1620,4445,491887,442,57,6,-313.7,100.0,852.0,2528504459,2,6767,401,1839.6,1772.8,39
341,141.51,26.0,961,1603,4404,490889,462,58,5,-311.8,100.0,851.2,2533202303,2,6816,401,1846.3,1779.2,39
342,21.67,26.0,962,1458,4156,475364,577,58,5,-298.2,100.0,845.5,2534231903,2,6866,401,1846.1,1779.1,39
343,24.51,26.0,964,1454,4134,471747,527,58,5,-295.5,100.0,844.4,2534906879,2,6915,401,1846.1,1779.1,39
344,36.49,26.0,970,1434,4114,470131,477,58,5,-292.4,100.0,843.1,2539873827,2,6962,401,1846.1,1779.1,39
345,22.46,26.0,970,1417,4059,466642,427,58,5,-287.4,100.0,841.1,2540656923,2,7012,401,1848.1,1781.1,39
346,15.33,26.0,970,1409,4059,466780,377,58,5,-284.2,100.0,839.7,2541171903,2,7062,401,1848.1,1781.1,39
347,22.87,26.0,970,1395,4056,466098,327,59,4,-281.9,100.0,838.8,2541665623,2,7112,401,1848.1,1781.1,39
348,23.18,26.0,972,1378,4047,465014,277,59,4,-278.4,100.0,837.4,2542600983,2,7161,401,1850.3,1783.2,39
349,25.18,26.0,986,1368,4042,466271,227,59,4,-274.9,100.0,835.9,2543625231,2,7209,407,1849.4,1782.3,39
350,139.58,26.0,988,1362,4030,463991,193,59,2,-270.9,100.0,834.2,2544182575,2,7242,409,2737.1,2670.0,39
351,37.87,26.0,990,1311,4087,466181,143,59,2,-247.6,100.0,824.6,2545211847,2,7291,410,1854.2,1787.1,39
352,33.34,26.0,1020,1331,4115,468731,111,59,1,-241.2,100.0,821.9,2546743775,2,7321,418,1855.4,1788.2,39
353,25.95,26.0,1020,1322,4139,466856,61,59,1,-235.6,100.0,819.6,2547713739,2,7371,420,1855.9,1788.8,39
354,39.59,26.0,958,1308,4182,475972,11,46,1,-231.3,100.0,817.8,2548046523,2,7420,420,1855.6,1788.5,39
355,37.84,26.0,958,1303,4197,476745,0,46,1,-224.7,100.0,815.1,2546084319,2,7206,420,1855.6,1788.5,39
356,20.42,26.0,960,1295,4222,480591,208,46,2,-218.7,100.0,812.6,2544567283,2,7032,420,1856.4,1789.3,39
357,20.28,26.0,962,1326,4287,490812,181,46,2,-215.5,100.0,811.3,2545147739,2,7081,421,1856.5,1789.4,39
358,27.91,26.0,968,1329,4310,492487,408,46,4,-212.4,100.0,810.0,2546679225,2,7129,421,1863.7,1796.5,39
359,56.30,26.0,968,1329,4308,492118,416,46,4,-208.2,100.0,808.3,2547832403,2,7145,424,1864.6,1797.4,39
360,22.51,26.0,970,1327,4439,507306,604,46,6,-200.4,100.0,805.0,2549206179,2,7195,426,1870.2,1802.9,39
361,48.65,24.0,984,1329,4455,509099,590,46,6,-197.5,100.0,803.8,2550355447,2,7243,426,1870.3,1803.0,39
362,18.10,24.0,986,1348,4495,510664,540,46,6,-191.6,100.0,801.4,2550952031,2,7292,426,1870.2,1802.9,39
363,21.39,24.0,986,1359,4541,513177,490,46,6,-189.6,100.0,800.6,2551466699,2,7342,426,1870.2,1802.9,39
364,15.07,24.0,988,1385,4569,516055,440,46,6,-187.4,100.0,799.7,2552095227,2,7391,426,1870.2,1802.9,39
365,22.07,24.0,988,1368,4592,518887,390,46,6,-186.0,100.0,799.1,2554982567,2,7441,426,1870.2,1802.9,39
366,16.52,24.0,990,1380,4619,521006,340,46,6,-184.0,100.0,798.2,2555715895,2,7490,426,1870.2,1802.9,39
367,23.38,24.0,990,1383,4640,522752,288,46,6,-182.6,100.0,797.7,2556527807,2,7540,426,1870.2,1802.9,39
368,18.30,24.0,990,1391,4652,522592,238,46,6,-180.9,100.0,797.0,2557312707,2,7590,426,1870.2,1802.9,39
369,21.60,24.0,1003,1401,4654,521869,192,46,6,-179.7,100.0,796.5,2558044239,2,7635,426,1870.3,1803.0,39
370,15.42,24.0,1003,1396,4641,522279,142,46,6,-178.4,100.0,795.9,2558558079,2,7685,426,1870.2,1802.9,39
371,22.50,24.0,1005,1403,4643,523354,92,52,5,-177.7,100.0,795.6,2559068699,2,7734,426,1870.2,1802.9,39
372,19.86,24.0,1006,1406,4644,525241,194,52,6,-176.8,100.0,795.2,2560310115,2,7784,426,1870.3,1803.0,39
373,24.89,24.0,1008,1424,4650,526924,159,53,4,-176.2,100.0,795.0,2560771047,2,7833,426,1870.4,1803.1,39
374,23.35,24.0,1010,1432,4659,528274,397,53,6,-175.7,100.0,794.8,2561779723,2,7883,426,1870.3,1803.0,39
375,26.50,24.0,1010,1432,4660,528326,347,53,6,-175.5,100.0,794.7,2562893667,2,7933,426,1873.0,1805.7,39
376,26.80,24.0,1016,1434,4660,528446,308,53,6,-175.5,100.0,794.7,2563758475,2,7980,434,1873.4,1806.0,39
377,21.89,24.0,1018,1432,4660,528446,258,53,6,-175.4,100.0,794.8,2564451259,2,8029,434,1873.0,1805.7,39
378,15.02,24.0,1018,1435,4658,528176,206,53,6,-174.9,100.0,795.0,2565006907,2,8079,434,1873.0,1805.7,39
379,24.09,24.0,1018,1441,4659,528568,156,55,5,-174.5,100.0,795.2,2565493195,2,8129,434,1873.0,1805.7,39
380,22.03,24.0,1019,1442,4662,528967,288,55,6,-173.5,100.0,795.6,2567122657,2,8179,434,1875.3,1807.7,39
381,47.47,24.0,1019,1454,4673,530450,255,56,5,-172.5,100.0,796.0,2568981007,2,8229,434,1876.9,1809.2,39
382,20.85,24.0,1020,1442,4669,528828,351,56,6,-169.4,100.0,797.3,2570318911,2,8279,434,1876.6,1808.9,39
383,22.34,24.0,1022,1457,4739,537010,301,57,5,-167.7,100.0,798.0,2570774139,2,8328,434,1876.6,1808.9,39
384,20.55,24.0,1029,1431,4787,539715,498,57,6,-165.8,100.0,798.8,2571750755,2,8375,434,1877.4,1809.7,39
385,26.61,24.0,1047,1413,4774,536485,451,57,6,-163.8,100.0,799.6,2574773043,2,8416,434,1877.7,1810.0,39
386,15.63,24.0,1047,1400,4766,535166,401,57,6,-161.1,100.0,800.7,2575376139,2,8466,434,1877.4,1809.7,39
387,22.65,24.0,1047,1388,4758,534917,351,57,6,-159.4,100.0,801.4,2575961875,2,8516,434,1877.4,1809.7,39
388,15.51,24.0,1047,1341,4760,535218,301,57,6,-156.7,100.0,802.5,2576697139,2,8566,434,1877.4,1809.7,39
389,23.85,24.0,1047,1329,4757,534372,251,57,6,-154.8,100.0,803.3,2577453763,2,8616,434,1877.4,1809.7,39
390,23.97,24.0,1048,1320,4847,538144,340,58,6,-151.8,100.0,804.6,2578580563,2,8666,434,1877.6,1809.9,39
391,31.80,24.0,1048,1314,4843,536044,291,59,5,-148.6,100.0,805.9,2581489383,2,8716,434,1877.8,1810.1,39
392,55.38,24.0,1048,1328,4824,537943,241,59,4,-144.1,100.0,807.8,2592640935,2,8766,435,1878.6,1810.9,39
393,58.83,24.0,1048,1311,4810,536595,191,59,2,-135.9,100.0,811.2,2593084671,2,8816,435,1883.6,1815.9,39
394,17.72,24.0,1048,1305,4838,537209,141,59,2,-126.5,100.0,815.0,2594001707,2,8866,436,1883.6,1815.9,39
395,23.42,24.0,1048,1287,4824,540842,91,59,2,-123.6,100.0,816.2,2594447159,2,8916,440,1883.6,1815.9,39
396,22.45,24.0,1068,1297,4821,540966,40,59,2,-119.8,100.0,817.8,2595281063,2,8965,442,1884.7,1817.0,39
397,131.48,24.0,876,1313,4727,534828,0,51,1,-116.0,100.0,819.4,2594782123,2,9005,442,2781.6,2713.9,39
398,38.86,37.0,878,1329,4665,543582,260,51,2,-93.8,100.0,828.6,2598409519,2,9005,442,1912.1,1843.2,39
399,131.76,37.0,898,1328,4663,544612,364,51,2,-87.3,100.0,831.3,2603917443,2,9054,461,1921.5,1852.7,39
400,25.76,37.0,900,1282,4625,544173,591,51,4,-66.7,100.0,839.8,2605919327,2,9104,462,1926.1,1857.2,39
401,50.70,37.0,914,1330,4537,545347,567,51,4,-63.0,100.0,841.4,2607538903,2,9151,462,1926.3,1857.5,39
402,27.86,37.0,934,1330,4552,550636,517,51,4,-56.2,100.0,844.2,2611028987,2,9199,462,1927.8,1858.9,39
403,27.71,37.0,962,1367,4579,558501,468,51,4,-52.8,100.0,845.6,2612067747,2,9246,462,1927.9,1859.0,39
404,30.97,37.0,972,1381,4576,561406,452,51,4,-49.6,100.0,846.9,2610374391,2,9020,462,1931.0,1862.1,39
405,38.71,37.0,1012,1333,4519,546273,414,51,4,-46.3,100.0,848.3,2606593215,2,8568,464,1929.6,1860.7,39
406,29.92,37.0,1012,1332,4521,546548,364,51,4,-42.7,100.0,849.8,2604636443,2,8342,464,1930.7,1861.9,39
407,32.66,37.0,1036,1358,4517,543859,317,51,4,-40.3,100.0,850.8,2603039123,2,8120,464,1930.6,1861.7,39
408,31.19,37.0,1058,1337,4517,544826,267,51,4,-38.1,100.0,851.7,2601589591,2,7941,464,1930.6,1861.7,39
409,30.97,37.0,1096,1334,4516,543936,224,51,4,-36.4,100.0,852.4,2601063347,2,7859,464,1930.4,1861.6,39
410,24.31,37.0,1100,1324,4508,541476,447,51,6,-35.2,100.0,852.9,2602800639,2,7908,464,1932.9,1863.8,39
411,33.00,37.0,1104,1311,4504,539650,432,51,6,-34.5,100.0,853.2,2603619943,2,7956,464,1933.7,1864.6,39
412,14.44,37.0,1104,1318,4507,540798,382,51,6,-34.1,100.0,853.3,2604046071,2,8006,466,1932.9,1863.8,39
413,19.82,37.0,1126,1307,4503,539222,349,51,6,-34.1,100.0,853.3,2604567995,2,8037,466,1934.0,1864.9,39
414,25.94,37.0,1144,1306,4503,539222,306,51,6,-34.1,100.0,853.4,2605153495,2,8079,466,1933.1,1864.0,39
415,27.21,37.0,1146,1304,4491,539032,255,51,6,-33.9,100.0,853.9,2605877203,2,8128,466,1933.3,1864.1,39
416,19.99,37.0,1156,1294,4489,538286,205,57,5,-33.5,100.0,854.7,2606226491,2,8177,466,1933.4,1864.2,39
417,21.37,37.0,1168,1291,4465,534820,155,57,4,-33.2,100.0,855.6,2606702935,2,8226,468,1933.3,1864.1,39
418,22.62,37.0,1172,1297,4440,532493,360,57,5,-32.7,100.0,856.7,2608169183,2,8275,468,1944.1,1874.9,39
419,60.71,37.0,1204,1292,4425,530076,384,57,5,-32.2,100.0,858.0,2609415839,2,8275,468,1944.8,1875.6,39
420,29.70,37.0,1252,1300,4382,525989,368,57,5,-30.2,100.0,862.8,2609937523,2,8287,469,1944.3,1875.1,39
421,24.57,37.0,1256,1288,4364,518844,318,57,5,-29.0,100.0,865.7,2610474919,2,8335,469,1944.1,1874.9,39
422,14.88,24.0,1256,1287,4358,517367,268,57,5,-27.9,100.0,868.2,2610934891,2,8385,469,1944.1,1874.9,39
423,20.15,24.0,1280,1262,4334,514746,254,57,5,-27.3,100.0,869.9,2611262803,2,8397,469,1944.3,1875.1,39
424,24.82,24.0,1316,1261,4330,513587,237,57,5,-26.3,100.0,872.3,2611631611,2,8411,469,1944.3,1875.1,39
425,20.38,24.0,1328,1266,4307,512736,187,57,5,-25.0,100.0,875.3,2612156639,2,8460,469,1944.3,1875.1,39
426,15.45,24.0,1328,1273,4285,514595,137,59,4,-23.9,100.0,878.0,2612532623,2,8510,469,1944.1,1874.9,39
427,25.66,24.0,1328,1288,4276,513071,87,59,3,-23.1,100.0,880.0,2612914531,2,8560,469,1944.1,1874.9,39
428,23.12,24.0,1342,1299,4261,510980,37,59,2,-21.6,100.0,883.6,2613444295,2,8608,469,1944.3,1875.1,39
